DATA;USD/PLN;EUR/PLN;GBP/PLN;JPY/PLN
30.03.2022;4.15915;4.64098;5.46315;0.0341259
31.03.2022;4.1994;4.64762;5.5174;0.0345101
01.04.2022;4.19311;4.6324;5.49866;0.0342189
04.04.2022;4.20735;4.61692;5.51856;0.0342638
05.04.2022;4.25918;4.6452;5.56865;0.0344581
06.04.2022;4.27549;4.65938;5.58698;0.0345377
07.04.2022;4.26049;4.63515;5.57087;0.0343684
08.04.2022;4.2576;4.6313;5.54924;0.034238
11.04.2022;4.28455;4.66335;5.58306;0.0341661
12.04.2022;4.2835;4.63833;5.57;0.0341633
13.04.2022;4.26091;4.64015;5.58903;0.0339
14.04.2022;4.28734;4.64269;5.60576;0.0340453
19.04.2022;4.30465;4.64474;5.59591;0.033385
20.04.2022;4.27767;4.64122;5.58829;0.0334266
21.04.2022;4.2799;4.63795;5.57823;0.0333289
22.04.2022;4.3115;4.65338;5.53061;0.0335416
25.04.2022;4.3356;4.64495;5.52531;0.0338313
26.04.2022;4.43295;4.71646;5.57365;0.0348448
27.04.2022;4.45955;4.70729;5.59282;0.0347086
28.04.2022;4.4692;4.69266;5.56847;0.0341528
06.05.2022;4.4677;4.71252;5.51432;0.0342234
09.05.2022;4.44358;4.69182;5.47893;0.0340854
10.05.2022;4.44525;4.68079;5.47492;0.0340794
11.05.2022;4.44315;4.67213;5.4431;0.034186
12.05.2022;4.4982;4.66948;5.48668;0.0350234
13.05.2022;4.5105;4.69169;5.52189;0.034877
16.05.2022;4.4645;4.6594;5.50113;0.0345872
17.05.2022;4.4109;4.65344;5.50997;0.0340964
18.05.2022;4.44138;4.64701;5.48122;0.0346122
19.05.2022;4.38775;4.64386;5.4747;0.0343453
20.05.2022;4.382;4.62622;5.47264;0.0342724
23.05.2022;4.31405;4.61159;5.43035;0.0337292
24.05.2022;4.2823;4.59628;5.36744;0.0337575
25.05.2022;4.30891;4.60243;5.42057;0.0338605
26.05.2022;4.2924;4.60647;5.40984;0.0337661
27.05.2022;4.26008;4.5726;5.38039;0.0335096
31.05.2022;4.2712;4.58432;5.38209;0.0331868
01.06.2022;4.30866;4.58988;5.37992;0.0331058
06.06.2022;4.28711;4.58502;5.37252;0.0325002
